ID,Income,Recency,MntWines,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,Seniority,Children
10839,36283.0,42,6,5,8,0,5,2,1,0,3,4,39,262,2
49,20587.0,39,2,6,4,1,9,1,1,1,2,7,45,57,1
4290,30467.0,8,1,8,2,5,5,1,1,0,2,7,43,288,1
10219,31590.0,40,6,15,6,6,3,1,1,0,3,8,43,562,1
4211,20425.0,5,4,5,3,16,17,2,2,0,3,7,29,794,1
1135,17144.0,96,18,19,0,2,6,5,3,0,4,7,55,320,2
6299,42564.0,28,324,186,39,18,198,6,6,8,4,7,47,699,1
10846,43783.0,22,327,125,25,4,139,6,7,1,8,7,37,217,1
347,40780.0,30,229,71,13,3,34,4,7,1,5,9,39,875,1
6543,62847.0,45,521,706,80,76,61,1,3,6,4,2,70,716,0
10446,82017.0,58,184,446,30,23,23,1,5,4,7,2,58,904,0
3479,16813.0,49,4,11,12,2,13,1,2,0,3,7,65,531,0
11075,51267.0,37,183,64,7,2,12,4,3,3,5,4,37,429,2
4442,46524.0,70,31,35,26,14,52,2,1,1,5,3,54,607,1
199,45183.0,33,219,60,12,9,12,1,4,1,7,7,53,711,0
6722,70421.0,98,479,136,75,14,35,3,10,3,7,6,61,187,1
796,60161.0,17,584,212,46,8,177,3,11,4,8,8,50,800,1
3749,73926.0,54,627,597,159,91,15,1,6,5,12,3,42,697,0
8523,19329.0,39,24,16,12,2,5,3,4,0,3,8,47,383,1
310,61872.0,81,330,159,36,27,16,4,4,4,9,4,45,384,1
8629,46984.0,71,19,10,2,1,8,1,1,0,3,5,59,646,2
236,34838.0,62,28,29,29,14,47,3,2,1,4,6,64,712,2
9930,82716.0,8,606,228,15,148,22,1,6,8,13,2,71,600,0
3483,48192.0,76,1039,204,153,58,29,3,2,8,12,8,57,576,0
4599,49681.0,66,411,26,0,0,21,6,7,1,7,7,39,630,2
7326,56850.0,83,34,19,2,7,0,1,1,1,3,2,44,284,1
7352,55267.0,28,161,136,32,3,45,4,3,4,6,3,58,437,1
2350,59666.0,87,623,178,23,17,133,7,3,2,8,8,43,650,2
9145,72504.0,43,604,470,123,161,94,2,5,9,6,2,43,576,1
2964,26872.0,0,3,8,3,16,32,1,1,1,2,6,34,442,0
5585,21359.0,1,12,17,6,1,10,2,2,0,3,8,43,621,1
9687,73170.0,1,184,256,50,30,32,1,5,4,6,2,40,215,0
3732,52750.0,72,393,239,90,69,69,6,5,7,9,4,60,639,1
6303,91820.0,72,410,747,76,161,30,0,5,5,12,1,29,404,0
11176,65968.0,12,376,83,19,4,4,2,5,4,7,3,45,27,1
2986,30772.0,89,7,4,2,1,4,1,1,0,2,6,39,29,2
7462,22507.0,67,68,226,51,157,68,3,10,2,4,9,61,768,0
3900,65685.0,54,642,49,0,7,57,1,9,2,9,5,43,278,1
7034,25804.0,34,8,9,13,6,12,2,2,0,3,8,37,722,1
9493,76412.0,15,840,804,23,71,17,1,5,4,8,3,35,606,0
1143,22063.0,43,7,13,3,11,11,2,2,0,3,7,43,511,1
1,57091.0,0,464,64,7,0,37,1,7,3,7,5,54,200,0
3855,22419.0,74,30,47,19,21,42,1,3,2,2,8,52,623,0
5536,87771.0,61,1492,287,50,57,33,1,5,10,4,6,56,589,1
5989,78353.0,51,752,476,39,153,34,1,10,2,11,8,56,625,1
9499,93404.0,97,1279,287,20,0,15,3,3,4,7,5,61,545,3
6768,37859.0,75,22,8,2,1,2,2,1,0,3,8,53,396,3
2150,80995.0,83,860,409,73,56,56,1,8,9,4,4,57,422,1
6646,16529.0,23,3,5,13,0,1,1,1,0,3,6,31,363,1
4887,55412.0,65,10,28,11,1,8,1,2,0,3,5,39,405,2
8560,48789.0,94,351,156,7,5,145,1,6,4,7,6,23,814,0
3321,56575.0,42,421,90,0,16,10,3,7,3,7,5,48,606,2
11003,25130.0,10,2,7,0,18,18,2,2,0,3,7,35,690,1
10402,35441.0,94,25,9,2,1,1,2,1,0,3,8,48,686,2
9904,71391.0,50,336,274,46,123,141,5,6,5,12,3,59,643,1
6141,49494.0,46,191,97,0,6,82,2,6,1,5,7,43,616,1
5687,81702.0,98,563,774,28,31,187,1,7,7,12,3,35,830,0
10856,45889.0,42,31,6,0,1,8,1,1,0,3,6,35,693,1
5121,56628.0,30,479,82,7,17,171,2,7,6,5,5,38,286,1
4186,34026.0,11,18,15,12,8,17,3,2,1,3,5,65,603,2
368,40049.0,61,91,52,10,44,28,3,3,2,6,5,41,763,1
3312,34176.0,12,5,24,19,14,20,4,3,0,4,6,27,27,1
11121,19419.0,76,2,28,16,3,7,4,4,0,3,9,34,812,1
5332,82504.0,2,362,431,134,35,54,1,3,6,7,1,55,523,0
5848,81205.0,43,724,929,97,55,130,1,5,6,7,2,45,353,0
10343,61618.0,27,605,399,0,45,205,2,3,6,8,3,24,824,0
5935,55284.0,60,547,140,0,7,63,3,7,5,8,5,59,738,1
2895,49980.0,79,104,54,13,9,14,2,3,1,5,5,52,435,1
10262,15072.0,96,8,15,0,10,18,4,3,1,3,5,35,453,2
7848,49166.0,17,224,25,7,0,110,2,5,3,3,6,41,567,1
9477,65324.0,0,384,102,21,32,5,3,6,2,9,4,61,61,1
4856,82347.0,38,556,845,202,133,63,1,7,7,10,3,58,934,0
7186,30843.0,43,24,2,0,0,9,2,1,1,2,5,49,220,2
5794,46374.0,1,408,21,0,0,17,3,7,1,7,8,41,290,1
1456,60474.0,25,265,303,234,9,170,7,10,2,12,7,36,727,1
4877,38576.0,2,34,7,0,0,0,1,1,0,3,7,42,273,1
425,55357.0,66,374,116,84,25,64,3,6,2,11,5,30,681,2
3007,37758.0,49,27,10,0,0,1,2,1,0,3,8,49,996,2
1031,85710.0,5,600,350,29,30,33,1,6,9,10,2,26,606,0
4297,23228.0,71,13,18,6,1,0,2,2,0,3,8,46,340,1
807,44602.0,35,167,89,0,0,34,6,6,1,4,8,46,320,2
9553,7500.0,94,0,3,4,1,5,1,0,0,3,6,28,487,0
4271,38683.0,80,46,69,84,41,66,6,4,1,6,7,26,996,1
4120,49514.0,61,88,78,58,13,93,2,6,1,4,7,40,380,1
2036,57906.0,29,243,119,10,3,15,3,4,2,8,4,42,421,1
115,43456.0,0,275,68,25,7,7,3,5,1,8,5,49,646,1
4259,19485.0,80,6,4,0,0,0,1,1,0,2,7,29,464,2
8687,53172.0,54,121,90,68,20,125,3,2,3,8,3,37,575,1
2447,30545.0,71,4,15,19,7,12,2,2,0,3,7,36,806,1
10140,70123.0,27,1308,396,23,0,0,1,5,7,4,3,32,460,0
9353,62450.0,61,515,267,62,66,38,2,5,5,4,3,56,214,1
3623,21675.0,55,4,16,17,4,4,3,4,0,3,7,39,56,1
738,42395.0,35,48,57,24,15,25,4,3,1,4,7,34,272,2
7631,61346.0,34,562,168,43,16,142,1,5,7,10,3,37,570,1
4789,80812.0,95,769,500,210,143,33,1,4,8,5,2,62,471,0
773,42835.0,64,379,93,12,9,98,7,6,6,4,6,44,550,2
10602,39922.0,30,29,59,19,1,36,2,3,0,4,8,32,686,1
1446,86424.0,12,387,569,89,45,68,1,6,9,12,1,59,242,0
3270,17117.0,96,12,38,30,18,7,4,3,1,3,9,37,714,1
8443,24762.0,16,6,12,3,15,40,3,3,1,2,8,43,91,1
9653,35797.0,16,27,14,4,1,21,2,2,0,3,8,40,807,1
8916,36627.0,78,9,5,0,0,1,1,0,0,3,5,40,527,2
8017,51111.0,83,22,19,6,5,3,2,2,0,3,6,34,196,2
5830,86857.0,96,899,838,133,102,40,1,5,6,10,2,43,753,0
4597,82072.0,67,889,685,168,92,129,1,3,2,13,1,45,693,0
7023,46231.0,87,189,55,0,5,12,4,6,1,4,9,62,766,3
8086,42243.0,34,48,2,0,0,5,2,2,0,3,7,56,415,2
8825,51195.0,46,230,156,82,24,58,8,9,2,5,8,53,727,2
2930,68092.0,7,852,207,78,36,48,2,2,6,10,5,37,381,0
1928,31814.0,73,35,20,4,1,20,2,2,0,3,9,42,486,1
7108,51390.0,54,205,47,23,2,56,6,5,2,5,5,50,875,2
10925,76630.0,93,255,446,40,56,175,1,3,10,11,1,32,352,0
9960,26868.0,52,0,1,8,3,2,1,1,0,2,7,24,246,1
8800,48948.0,53,437,206,160,49,42,2,7,10,5,6,72,729,0
9224,55260.0,81,825,53,11,0,242,2,8,10,5,6,43,750,1
5519,64090.0,8,316,161,76,51,135,1,6,9,4,5,59,542,1
5046,78331.0,97,756,354,160,169,61,2,10,6,7,4,57,343,1
7037,37087.0,50,194,134,15,0,3,3,4,2,8,6,41,419,1
905,21846.0,38,7,18,6,10,26,4,4,0,3,8,29,436,1
8624,81320.0,61,183,493,59,103,57,1,4,3,10,2,57,578,0
8945,54137.0,46,171,11,0,1,20,2,4,1,4,6,45,503,1
6445,66825.0,73,243,405,29,40,40,1,4,5,6,2,48,536,0
2727,57100.0,19,181,69,39,3,96,1,3,3,6,3,42,629,0
6404,58917.0,10,151,89,0,7,28,5,4,1,6,5,46,648,3
11074,85072.0,94,494,391,194,11,241,1,3,4,10,0,38,119,0
10150,86429.0,10,464,873,29,18,37,0,7,4,7,2,54,406,0
1968,45684.0,37,5,5,10,0,7,1,1,0,2,7,44,688,1
6534,47889.0,94,29,29,0,5,4,1,2,0,3,5,41,275,1
9485,45921.0,23,102,49,24,3,12,1,2,1,6,4,29,90,0
7053,78420.0,75,604,674,91,28,28,1,3,10,8,1,49,551,0
4654,75114.0,40,571,523,63,60,24,1,3,10,5,2,23,539,0
9760,52278.0,24,953,71,0,0,174,6,10,5,10,8,52,706,1
1048,35641.0,11,63,67,8,9,28,2,3,1,4,7,43,536,1
10619,95529.0,29,770,890,250,27,24,1,7,3,7,3,21,1025,0
9308,62820.0,51,398,265,138,61,53,1,3,4,6,1,61,422,0
10505,73113.0,86,741,154,50,9,28,1,3,4,7,2,55,371,0
8362,84169.0,9,1478,403,0,19,0,1,7,6,6,3,33,542,0
2625,42607.0,30,156,56,30,32,47,2,3,2,7,3,61,410,1
4637,74637.0,73,960,464,146,0,16,1,6,9,9,3,61,593,0
9972,46015.0,25,38,2,0,0,6,1,1,0,3,7,60,263,2
4483,72354.0,67,315,473,220,12,182,1,2,10,6,1,22,624,0
4487,39858.0,67,15,25,2,7,26,1,2,0,4,6,46,707,1
4988,34469.0,58,19,20,0,5,12,3,1,1,4,4,67,271,2
8931,83033.0,82,812,431,237,149,33,1,11,4,10,5,29,228,1
5871,24401.0,98,73,217,10,24,115,3,6,1,6,8,36,853,0
2008,77583.0,93,372,384,250,12,108,1,4,5,9,2,37,91,0
3139,74116.0,53,871,704,145,55,166,1,4,4,10,2,33,367,0
10037,74293.0,66,375,335,93,91,81,1,5,4,6,2,22,271,0
10673,68397.0,6,760,466,17,13,80,1,6,9,5,3,39,410,1
5303,79632.0,42,471,510,99,21,12,1,6,4,9,2,41,150,0
538,46107.0,78,31,27,16,9,33,1,1,1,4,3,26,91,1
7922,64950.0,29,819,72,12,0,63,2,11,2,10,7,64,754,1
5692,25443.0,82,1,3,8,9,7,1,1,0,3,8,26,740,1
4843,75127.0,92,203,305,46,17,227,1,2,11,5,1,63,224,0
6383,32892.0,78,26,15,2,1,2,2,3,0,3,8,44,221,1
1628,71796.0,54,354,311,167,75,32,1,9,3,4,4,44,434,0
1204,67536.0,45,1253,447,23,71,35,3,11,5,11,8,45,589,1
3673,55239.0,59,371,238,23,24,106,3,7,5,11,5,44,536,1
760,60554.0,8,588,76,110,15,15,2,8,4,9,6,40,480,1
8957,64831.0,51,480,249,75,86,144,8,6,3,5,6,63,452,2
4128,56067.0,51,517,54,16,6,120,2,7,4,7,5,53,530,1
6810,82025.0,76,267,606,48,70,98,1,3,2,6,1,32,583,0
5386,94384.0,62,1111,790,160,45,172,0,5,8,5,2,62,638,0
8700,14906.0,86,7,14,7,16,15,3,2,1,3,7,29,740,0
3202,51563.0,60,1166,48,0,0,36,1,4,4,10,8,28,1087,0
1328,57937.0,56,261,144,55,48,133,3,4,4,9,3,33,319,1
8405,68274.0,83,135,51,23,25,46,2,4,2,5,3,36,458,2
6515,39771.0,92,6,18,2,8,14,1,2,0,3,4,38,568,1
2882,67893.0,31,711,142,49,18,47,2,3,2,9,8,40,1087,1
7574,27922.0,80,11,13,2,4,11,1,2,0,3,4,36,88,1
6387,52190.0,39,42,17,0,0,18,3,2,1,3,5,39,149,2
5320,44051.0,20,79,58,6,3,18,4,3,1,4,6,42,702,2
5048,42767.0,53,20,43,19,5,38,1,3,1,2,8,44,422,2
8146,46106.0,84,30,8,2,0,14,1,1,1,2,6,39,57,2
10031,16927.0,50,20,23,3,1,4,5,3,0,4,8,39,456,2
5748,59754.0,96,115,44,4,146,139,3,5,2,6,5,50,1085,1
2134,53700.0,94,263,233,69,41,83,4,5,5,8,5,63,867,1
1523,59041.0,25,69,15,2,2,6,2,2,0,4,5,42,180,2
9665,54237.0,48,267,30,4,0,57,4,5,2,5,6,58,614,1
4640,70647.0,65,561,171,25,123,114,2,4,7,13,2,48,832,1
3635,52597.0,69,492,37,7,0,42,3,6,3,8,5,53,180,1
3547,41021.0,12,14,9,6,16,12,2,2,0,3,6,46,732,1
2456,40233.0,84,80,46,0,17,2,5,2,1,5,6,40,444,1
5633,50183.0,47,97,84,13,10,15,7,3,1,6,5,35,190,2
7801,54753.0,87,197,227,7,59,131,3,5,2,11,4,56,388,1
10489,92955.0,35,693,925,31,24,84,1,6,7,9,2,42,500,0
7011,33471.0,47,43,27,0,9,12,3,3,0,4,7,42,752,1
2620,34596.0,48,14,2,0,0,7,1,1,0,2,8,41,628,1
3933,44010.0,46,186,234,86,72,48,6,10,2,6,9,35,810,1
10981,84219.0,27,434,400,45,137,45,1,3,4,10,1,27,333,0
1734,40706.0,37,59,11,4,2,5,4,3,0,4,7,47,714,3
10995,15716.0,8,16,30,8,7,26,3,3,0,4,8,27,751,1
6357,59052.0,29,230,75,63,57,31,3,7,1,7,5,56,410,1
9209,80573.0,85,829,430,60,92,15,1,4,6,13,2,44,809,0
10286,83715.0,2,318,407,150,35,8,1,2,8,13,0,53,305,0
2611,82576.0,66,1206,445,168,18,18,1,2,4,12,1,56,1089,0
1600,56962.0,60,292,77,10,3,26,7,6,3,5,7,50,417,3
3308,35704.0,54,30,12,2,11,30,3,2,0,4,4,63,306,2
5407,53103.0,70,729,133,11,0,195,5,10,6,7,7,61,388,1
2166,46779.0,55,12,3,0,0,7,1,0,1,2,4,55,390,2
3955,4861.0,20,2,1,1,0,1,0,0,0,0,14,50,193,0
6634,33462.0,78,22,18,0,0,11,1,2,0,3,7,36,542,1
3056,63693.0,63,587,337,42,87,54,3,11,6,9,6,37,444,1
5718,80763.0,17,674,108,192,42,231,1,5,11,6,3,65,504,0
6872,65352.0,43,284,84,4,7,23,2,4,2,8,4,41,498,1
8164,82170.0,13,1023,651,49,55,37,1,5,6,7,2,37,402,0
4580,75759.0,46,1394,708,89,91,182,1,9,7,9,5,46,433,0
9305,79689.0,65,311,640,180,37,121,1,4,9,13,2,39,392,0
453,35340.0,1,27,12,0,1,5,2,2,0,3,5,59,186,2
8545,85683.0,6,1296,311,45,69,51,1,2,4,10,1,61,286,0
9850,24884.0,32,3,7,0,0,3,1,0,0,3,7,43,763,1
7378,42021.0,34,393,136,7,5,27,5,10,1,6,9,34,853,1
7646,64449.0,70,218,282,137,35,70,4,5,3,12,4,26,317,1
1640,64587.0,49,66,16,0,6,20,2,1,1,4,3,61,193,2
5184,34824.0,65,4,11,2,0,4,1,1,0,2,6,20,281,0
8492,75437.0,25,795,545,95,58,0,1,8,4,10,6,37,477,0
11188,26091.0,84,15,19,8,17,20,3,2,1,3,5,58,310,2
1212,52845.0,7,384,292,130,41,64,3,8,8,6,6,42,506,1
9097,46086.0,34,244,32,7,2,50,4,3,1,8,4,59,661,1
10473,78028.0,38,158,288,25,0,38,1,6,4,9,7,59,814,1
7962,95169.0,1,1285,449,106,20,20,1,4,3,4,1,28,478,0
9984,56337.0,25,349,144,28,5,182,5,8,5,4,8,34,645,2
5527,22434.0,25,4,11,3,13,15,2,2,0,3,8,28,687,1
6374,36930.0,50,223,31,0,2,39,5,5,2,4,8,61,594,1
7453,36130.0,46,157,127,68,56,37,6,3,8,4,4,61,698,1
8952,65569.0,96,397,288,20,38,70,2,6,5,10,3,62,965,1
241,83844.0,57,901,345,75,31,191,1,4,4,11,1,63,392,0
8975,19514.0,47,14,21,2,1,28,4,3,1,2,8,47,340,2
6119,36736.0,52,10,3,0,0,4,1,1,0,2,6,52,453,2
5236,77568.0,30,1230,396,232,178,158,1,10,2,8,5,36,859,1
5723,49187.0,63,81,31,2,1,0,1,1,1,5,2,39,61,1
1710,30168.0,51,154,66,0,12,27,7,6,1,4,9,37,547,1
1970,34053.0,14,63,21,7,0,12,1,3,0,3,8,47,814,1
5313,38196.0,20,30,11,0,0,3,3,2,0,4,5,44,258,2
10634,59412.0,56,90,165,30,43,11,1,4,2,8,3,64,257,0
7010,70924.0,41,635,254,132,152,76,1,6,6,7,3,50,181,0
8562,54165.0,72,127,73,15,6,11,1,2,1,7,2,46,583,0
3158,32300.0,1,13,6,6,5,6,1,1,0,3,8,42,671,1
4436,20180.0,27,18,24,15,20,18,1,2,1,4,7,39,680,0
5287,34961.0,77,45,26,4,1,1,3,3,1,3,7,42,196,1
2445,28440.0,87,38,24,0,0,0,1,2,0,3,8,41,543,1
6059,64504.0,81,986,168,16,0,108,7,11,3,4,7,62,638,3
4550,33564.0,51,61,3,0,0,7,1,1,1,3,5,49,191,1
4240,17345.0,79,4,16,17,0,12,2,2,1,2,8,37,1026,1
8911,56320.0,11,201,172,116,77,83,3,5,4,9,4,48,515,1
3706,28647.0,54,19,29,0,12,26,1,2,2,2,7,37,498,1
3628,15038.0,93,4,11,19,12,26,2,2,1,2,9,28,702,1
10175,32173.0,0,18,2,0,0,2,1,1,0,3,4,57,723,1
8985,68316.0,54,806,161,120,11,33,5,10,7,10,6,51,995,1
5204,74538.0,21,380,733,110,112,28,1,8,8,5,3,44,551,0
9220,91700.0,58,576,961,125,115,19,1,8,6,5,3,44,714,0
9888,68695.0,3,458,356,106,50,40,1,4,4,7,2,46,190,0
5263,31056.0,99,5,13,3,8,16,1,1,0,3,8,38,709,1
1020,79593.0,70,350,568,110,133,145,1,5,6,7,2,42,27,0
9503,28071.0,65,39,130,41,26,44,2,5,1,5,8,35,855,0
10613,37334.0,44,26,16,2,2,15,4,3,0,4,4,57,309,2
67,46423.0,6,68,16,0,0,8,3,2,0,4,7,43,470,2
6019,37126.0,9,45,9,4,4,7,1,1,2,2,6,44,277,1
5863,47703.0,95,359,134,13,26,123,4,6,3,8,5,62,582,1
3717,61180.0,70,403,29,6,24,218,2,5,5,6,3,56,253,1
6730,38998.0,92,34,14,0,0,5,3,2,0,3,8,61,1026,2
10749,8028.0,62,73,66,7,12,2,15,0,1,0,19,24,835,0
4998,76081.0,85,292,415,63,33,200,1,4,5,4,2,53,223,0
6287,34728.0,2,14,16,0,0,6,1,1,1,2,6,29,520,1
5985,33168.0,0,80,37,0,1,3,3,2,1,4,7,50,810,1
4754,33585.0,91,30,33,13,6,29,1,2,0,4,4,49,463,1
4002,77037.0,3,463,333,168,53,10,1,7,7,12,3,55,445,1
8870,35196.0,68,75,141,43,39,187,6,6,1,5,8,31,779,1
966,44529.0,98,538,91,17,6,26,6,6,2,11,5,49,604,1
4767,70924.0,41,635,254,132,152,76,1,6,6,7,3,50,181,0
9725,28764.0,16,8,3,0,0,1,1,1,0,2,8,49,240,2
4475,69098.0,82,1315,780,145,0,178,1,7,8,9,5,66,684,0
5740,25959.0,1,4,12,7,5,26,2,1,2,2,6,45,686,2
5731,27100.0,64,12,13,2,0,10,1,1,0,3,7,32,607,1
7290,70596.0,68,347,534,17,0,26,1,3,5,12,2,30,966,0
3846,42557.0,98,192,53,0,5,15,4,6,1,4,8,41,855,1
8104,53312.0,32,241,12,0,0,25,1,5,1,5,7,64,480,0
4507,72228.0,87,631,491,30,14,56,1,6,7,8,3,63,765,0
11013,67605.0,84,336,282,184,54,54,1,2,8,6,1,28,641,0
4491,62845.0,3,1099,45,0,0,34,11,3,4,10,8,66,1087,2
3759,65196.0,34,743,181,12,0,200,2,7,6,11,5,57,525,2
1162,42000.0,23,124,267,85,59,35,2,5,2,11,5,28,457,0
2055,35860.0,37,15,8,4,2,20,2,1,1,2,5,42,227,2
10766,65526.0,22,397,69,12,0,9,1,4,4,8,2,51,58,1
4415,16860.0,19,10,4,3,3,14,3,1,1,3,7,54,753,2
3005,83528.0,7,530,678,134,44,147,1,4,10,8,1,23,361,0
2223,64176.0,52,1215,249,64,116,149,8,8,9,8,6,50,1029,1
4817,22304.0,91,3,7,0,4,2,1,1,0,2,8,59,998,0
2875,67023.0,93,444,382,11,8,17,1,3,7,13,2,37,273,0
10536,32892.0,78,26,15,2,1,2,2,3,0,3,8,44,221,1
11112,70713.0,23,736,279,82,76,190,6,5,6,8,3,49,1025,1
3807,59925.0,83,473,176,19,21,56,3,9,2,9,6,60,762,1
9197,39722.0,92,32,5,2,0,8,2,2,0,3,5,62,311,1
10832,46610.0,4,288,30,4,10,125,1,6,1,6,6,57,532,0
6421,88347.0,32,1050,555,77,138,118,1,4,7,9,1,54,665,0
4207,87171.0,27,1001,107,58,44,44,1,6,7,11,2,34,726,0
577,26907.0,10,9,7,0,3,2,2,1,0,3,7,39,499,2
10855,50014.0,9,234,77,19,10,42,2,4,1,8,5,47,344,1
3081,41014.0,65,7,6,2,0,3,1,1,0,2,7,37,619,1
3535,66294.0,68,251,334,65,92,117,1,4,3,5,2,50,290,0
247,36715.0,16,172,125,21,13,16,6,7,2,4,9,44,775,1
8707,79456.0,12,565,548,64,83,99,1,5,6,4,3,59,862,0
9523,40479.0,95,5,8,2,0,0,1,0,0,3,4,33,502,1
6072,75345.0,16,918,842,99,38,133,1,5,8,6,3,45,698,0
6295,54233.0,46,652,158,21,0,142,4,11,6,5,8,38,639,1
10914,24163.0,3,4,7,2,1,2,2,1,0,3,4,45,387,2
1509,84460.0,80,152,103,106,54,81,0,9,9,4,5,57,640,0
5577,43776.0,77,8,9,2,1,3,1,1,0,2,6,32,302,1
7348,71691.0,0,336,411,240,32,43,1,4,7,5,2,57,290,0
1127,85844.0,62,938,843,25,95,38,1,6,6,7,2,42,217,0
1833,39190.0,91,68,18,19,8,12,2,2,1,4,5,41,250,1
4944,71367.0,24,227,389,42,21,75,1,4,5,7,2,56,496,0
9080,38578.0,2,38,22,3,3,3,3,3,0,3,8,43,558,2
6466,57236.0,22,105,9,2,1,4,3,2,1,4,3,50,29,2
9964,61825.0,56,162,100,55,30,27,1,4,2,8,4,36,542,1
4790,79803.0,54,574,216,21,16,33,1,4,3,5,1,57,329,1
10245,80910.0,71,160,369,67,39,41,1,3,3,8,1,29,792,0
1109,27590.0,38,6,5,0,0,1,1,1,0,2,7,33,618,1
6001,56775.0,62,614,160,58,35,35,2,5,8,10,5,36,699,1
5538,83829.0,78,897,430,186,161,27,0,4,7,6,1,40,509,0
10552,54210.0,18,70,109,80,9,45,2,4,1,7,5,36,591,1
1545,38508.0,95,120,206,25,19,54,6,7,2,5,8,29,692,1
7409,53187.0,66,211,30,7,7,10,2,4,1,6,5,45,432,1
4444,30023.0,28,11,16,7,6,21,1,2,0,3,8,43,283,1
146,76045.0,78,760,400,17,93,0,1,4,5,11,2,55,412,0
6271,50870.0,13,53,8,0,0,2,1,2,0,3,5,63,196,1
10065,15315.0,27,7,13,15,8,17,2,2,0,4,5,45,664,0
4741,65463.0,17,391,70,21,32,16,2,6,2,9,5,41,336,1
246,66480.0,71,199,57,20,21,6,7,4,1,7,4,50,215,2
375,76773.0,79,516,449,86,33,16,1,2,2,11,1,61,675,0
1524,81698.0,1,709,115,30,160,45,1,8,2,5,5,32,728,0
10022,54466.0,78,12,4,0,0,0,1,1,0,2,5,42,121,2
7451,98777.0,23,1000,711,125,115,38,0,4,6,9,1,55,318,0
11010,16269.0,75,19,18,3,1,0,3,3,0,3,8,31,489,1
4356,71819.0,70,1224,140,0,14,168,3,3,3,5,6,44,491,1
3885,33569.0,10,16,18,3,0,24,1,1,1,2,8,32,442,1
1175,36262.0,24,88,54,64,28,153,1,3,5,3,6,32,468,0
880,22634.0,47,2,11,8,6,46,1,2,1,2,8,49,715,0
2320,47025.0,98,508,59,23,5,29,5,11,1,6,9,37,388,1
850,70566.0,4,381,215,84,28,21,2,6,5,9,3,47,570,1
4713,31605.0,15,74,42,2,1,6,2,2,1,4,7,36,770,1
675,52034.0,67,146,93,7,13,73,5,4,2,5,7,42,594,2
5025,48526.0,32,23,23,43,20,9,1,2,1,4,3,36,373,1
2308,46734.0,40,110,137,26,23,29,2,6,1,5,7,61,774,1
5995,39552.0,54,165,147,4,24,41,7,6,2,5,8,53,744,2
6749,86358.0,78,957,494,82,47,95,4,5,3,6,8,49,876,2
1010,46931.0,94,41,17,3,1,16,2,1,1,3,3,38,252,3
8977,16581.0,51,1,4,2,3,11,1,0,0,3,4,30,396,0
4756,63998.0,42,176,818,0,33,112,1,7,6,11,4,63,377,0
3412,67381.0,67,815,53,11,0,70,4,2,2,9,7,64,716,1
606,25930.0,87,6,2,2,0,4,1,1,0,2,7,48,448,2
5961,42693.0,29,8,20,6,3,16,1,1,0,3,5,37,179,1
2975,85606.0,89,717,864,219,30,84,2,6,7,9,3,39,751,1
2894,72903.0,74,1067,750,0,19,39,1,7,5,8,4,30,429,0
7613,49669.0,97,166,107,11,8,29,2,5,1,6,6,41,222,1
10542,36778.0,63,29,34,2,4,4,3,3,0,3,9,47,968,2
8015,85696.0,88,714,395,116,0,12,1,4,6,9,1,53,667,0
10617,10979.0,34,8,10,2,2,4,2,3,0,3,5,26,224,0
11166,49678.0,81,229,56,3,2,20,2,6,2,4,7,54,698,1
849,56129.0,65,320,133,39,72,48,4,6,2,10,4,62,560,1
523,37155.0,51,23,26,7,15,3,1,2,0,4,5,26,700,1
4066,21282.0,76,1,8,4,8,20,2,2,1,2,6,37,57,1
8414,33419.0,76,56,12,0,0,18,2,2,0,4,7,53,502,1
819,63285.0,84,508,249,50,38,134,1,6,5,13,3,70,600,0
4961,21255.0,56,29,25,2,2,3,4,2,1,4,4,41,345,1
749,42162.0,31,46,59,2,4,27,2,3,1,3,6,34,408,1
5430,54450.0,0,454,171,8,19,32,12,9,2,8,8,59,839,2
7755,57744.0,91,350,39,0,0,19,2,9,1,4,8,61,386,1
10525,26576.0,40,10,8,0,0,9,1,1,0,2,9,29,810,1
1453,57513.0,59,735,183,52,20,30,2,9,3,13,6,72,573,0
8310,68142.0,96,897,196,91,112,37,3,10,4,7,6,51,855,1
10710,7500.0,61,5,3,3,0,5,1,1,0,2,8,36,855,1
5031,83145.0,14,777,731,39,137,114,1,5,9,11,2,41,831,0
2613,54197.0,16,162,37,6,13,13,2,1,3,6,1,55,303,1
213,23091.0,98,35,11,0,0,2,4,2,1,3,7,52,218,2
967,46049.0,11,342,112,19,14,19,10,5,2,9,7,39,529,2
1077,56715.0,52,258,239,237,172,9,1,7,3,4,4,41,964,0
7959,79410.0,19,658,483,123,13,13,1,3,2,5,1,54,217,0
640,57304.0,61,356,329,138,17,106,2,7,6,10,5,64,424,1
4252,44375.0,73,213,28,7,7,41,1,4,1,6,5,50,284,1
8432,54450.0,0,454,171,8,19,32,12,9,2,8,8,59,839,2
6218,59594.0,74,457,29,0,0,9,1,8,1,7,7,50,803,1
6905,80685.0,55,241,604,34,26,54,1,6,4,10,2,21,862,0
5922,40344.0,48,210,6,0,0,2,2,4,1,5,7,41,445,1
3598,62710.0,53,441,83,7,29,11,4,4,2,12,4,43,588,1
