ID,Age,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan
1255,36,40,91101,2,"0,60",3,0,0
1256,27,80,95354,2,"1,60",3,185,0
1257,31,20,92115,1,"0,40",3,0,0
1258,63,41,93014,1,"0,50",3,0,0
1259,34,31,91203,1,"0,30",1,104,0
1260,52,35,95616,4,"0,20",2,0,0
1261,57,40,91107,3,"1,40",3,137,0
1262,63,84,94901,1,"1,80",3,0,0
1263,26,53,94720,2,"1,60",3,0,0
1264,35,85,92870,4,"4,00",3,0,0
1265,58,138,94546,2,"3,90",1,0,0
1266,32,71,95014,2,"1,75",3,108,0
1267,64,113,92121,1,"0,80",3,0,0
1268,50,23,94720,2,"1,00",2,0,0
1269,34,62,92677,3,"2,30",1,0,0
1270,36,14,92673,4,"0,20",3,100,0
1271,43,60,91311,2,"2,20",3,0,0
1272,28,94,92115,3,"0,80",1,236,0
1273,64,83,95616,3,"1,80",2,0,0
1274,60,130,95741,3,"6,30",3,437,1
1275,62,61,93117,4,"1,70",1,0,0
1276,27,92,95616,2,"3,10",1,178,0
1277,42,20,95351,2,"0,80",3,117,0
1278,45,194,92110,2,"8,80",1,428,0
1279,36,74,94305,1,"2,50",1,0,0
1280,48,84,90024,2,"0,40",3,145,0
1281,65,98,95064,3,"1,80",2,333,0
1282,39,52,92093,3,"2,33",1,0,0
1283,51,55,93955,1,"1,30",2,236,0
1284,30,64,94305,4,"3,40",1,117,0
1285,65,128,90740,1,"2,50",1,162,0
1286,38,113,94720,4,"1,70",2,0,1
1287,29,50,94010,3,"1,10",2,0,0
1288,42,54,94010,4,"2,20",2,0,0
1289,63,129,91326,1,"0,90",1,366,0
1290,46,82,94523,4,"0,40",1,0,0
1291,62,100,90277,4,"1,70",2,0,0
1292,58,44,94111,4,"2,20",1,0,0
1293,56,164,94610,4,"0,50",2,234,1
1294,56,81,92373,2,"3,70",1,121,0
1295,34,71,95003,1,"0,10",1,257,0
1296,42,28,92866,1,"0,50",3,90,0
1297,30,80,92399,3,"1,50",1,219,0
1298,61,90,95814,4,"1,90",2,0,0
1299,38,74,90274,1,"3,60",2,0,0
1300,50,14,95762,2,"0,70",3,0,0
1301,61,23,91754,2,"0,50",2,103,0
1302,41,153,92121,1,"1,70",1,337,0
1303,42,38,94087,3,"0,90",3,0,0
1304,29,112,94720,2,"2,00",2,382,0
1305,51,145,90025,1,"8,10",1,397,0
1306,32,28,94025,2,"0,30",2,88,0
1307,34,31,94115,4,"1,10",3,0,0
1308,26,195,94546,1,"6,33",1,0,0
1309,54,50,92037,3,"2,00",3,0,0
1310,38,71,95136,4,"2,00",3,0,0
1311,62,21,95616,3,"0,30",3,0,0
1312,37,35,90044,2,"0,80",3,125,0
1313,46,42,92691,1,"2,40",1,0,0
1314,52,78,92008,4,"3,60",3,141,0
1315,32,73,94305,4,"2,20",2,0,0
1316,49,53,95134,2,"1,00",3,181,0
1317,28,51,94086,2,"1,60",3,123,0
1318,55,40,95521,2,"2,30",3,0,0
1319,52,178,94234,1,"1,00",1,0,0
1320,32,35,94005,2,"0,30",1,0,0
1321,31,192,90250,1,"0,00",2,0,1
1322,27,123,95138,1,"5,40",1,0,0
1323,32,48,94022,2,"1,67",2,0,0
1324,52,45,91604,3,"0,60",2,0,0
1325,52,15,95064,1,"0,20",1,0,0
1326,50,79,94304,1,"0,30",1,120,0
1327,32,63,90024,4,"2,00",2,0,0
1328,61,30,94720,2,"0,20",3,0,0
1329,60,145,95616,4,"6,90",1,380,1
1330,28,32,90095,3,"1,00",2,0,0
1331,34,64,92346,2,"0,10",1,224,0
1332,31,84,92692,1,"0,10",1,0,0
1333,31,21,94309,1,"0,40",2,0,0
1334,62,99,95014,4,"1,70",2,0,0
1335,47,35,94304,2,"1,30",1,0,0
1336,50,180,94539,1,"1,70",1,0,0
1337,36,42,93555,1,"1,33",1,0,0
1338,26,179,92028,4,"2,10",2,0,1
1339,51,42,90245,4,"0,10",3,0,0
1340,52,180,94545,2,"9,00",2,297,1
1341,35,82,94131,4,"3,40",1,0,0
1342,42,55,91355,2,"0,70",1,149,0
1343,36,79,90041,2,"2,20",1,0,0
1344,41,48,92831,2,"0,60",3,215,0
1345,49,93,93117,1,"2,70",1,0,0
1346,57,23,92126,2,"0,20",3,0,0
1347,44,50,95670,3,"2,33",1,200,0
1348,60,85,91367,2,"2,00",1,0,0
1349,38,35,95051,1,"1,50",2,97,0
1350,26,171,93943,3,"6,00",2,0,1
1351,29,29,90266,4,"1,50",2,0,0
1352,59,84,94588,1,"1,80",3,0,0
1353,51,20,90401,4,"0,50",2,0,0
1354,50,14,94124,1,"0,40",3,0,0
1355,35,179,91942,1,"8,60",1,357,0
1356,61,48,91910,1,"0,80",1,158,0
1357,42,74,90066,1,"2,80",1,0,0
1358,55,53,95134,1,"1,40",1,0,0
1359,50,83,92007,1,"2,80",2,0,0
1360,64,171,90034,2,"2,10",1,433,0
1361,54,85,92028,4,"4,90",1,0,0
1362,50,38,95039,4,"0,90",2,0,0
1363,31,85,92130,3,"1,60",1,157,0
1364,32,79,92115,1,"0,10",1,0,0
1365,44,69,92129,4,"0,40",1,0,0
1366,60,43,94720,3,"0,90",3,0,0
1367,60,33,91107,2,"0,30",1,101,0
1368,62,42,95747,3,"0,10",3,149,0
1369,46,40,94025,4,"1,90",3,122,0
1370,57,43,91902,1,"1,80",3,0,0
1371,30,20,94545,4,"0,50",3,117,0
1372,58,65,95621,3,"2,50",1,222,0
1373,39,139,95616,3,"3,40",1,483,1
1374,60,135,92612,3,"0,30",3,0,1
1375,59,84,94043,3,"1,60",3,0,0
1376,50,179,92612,1,"2,90",3,0,1
1377,63,45,92870,4,"1,30",2,86,0
1378,27,109,93023,2,"2,50",1,0,0
1379,54,34,93305,4,"0,10",3,0,0
1380,62,162,95051,1,"1,30",1,0,0
1381,60,105,92103,2,"1,40",1,0,0
1382,38,22,91380,3,"0,20",2,0,0
1383,34,82,91775,2,"1,80",1,178,0
1384,65,105,95616,4,"1,70",2,230,0
1385,55,62,91711,1,"1,80",3,0,0
1386,57,82,95032,2,"2,00",1,83,0
1387,27,72,95616,4,"0,00",1,0,0
1388,35,38,95762,4,"1,70",1,0,0
1389,52,25,90212,4,"1,00",1,0,0
1390,45,20,94107,1,"0,75",3,0,0
1391,29,80,94305,4,"1,80",2,0,0
1392,44,84,91330,3,"1,10",1,0,0
1393,47,33,90095,1,"1,00",1,0,0
1394,62,55,95039,3,"0,90",3,0,0
1395,52,33,90095,2,"0,70",2,0,0
1396,47,190,92831,4,"0,30",3,305,1
1397,42,43,91107,1,"0,30",3,158,0
1398,65,45,95521,3,"0,10",3,0,0
1399,42,141,93407,1,"3,50",1,0,0
1400,40,69,92009,4,"2,40",1,0,0
1401,32,78,90401,4,"0,10",2,0,0
1402,40,84,94521,1,"3,70",3,0,0
1403,55,172,95064,1,"5,20",2,0,1
1404,32,51,93109,4,"0,20",1,154,0
1405,58,75,92121,1,"1,40",3,0,0
1406,46,183,91605,1,"3,10",2,0,1
1407,53,20,92123,4,"0,40",3,0,0
1408,63,101,94306,2,"3,90",3,294,1
1409,40,129,90089,1,"5,90",3,0,1
1410,41,63,90745,2,"3,20",1,0,0
1411,60,44,92126,4,"2,10",1,0,0
1412,65,184,91302,1,"5,40",3,176,1
1413,59,100,95064,2,"2,00",1,127,0
1414,48,12,90058,3,"0,40",1,0,0
1415,59,68,94105,2,"2,30",3,128,0
1416,33,48,94019,1,"1,00",1,212,0
1417,40,82,93101,2,"0,40",1,0,0
1418,42,52,94061,2,"2,50",1,0,0
1419,65,154,92008,2,"4,60",2,0,1
1420,30,39,91105,1,"1,50",1,0,0
1421,30,40,91605,1,"0,30",1,0,0
1422,42,54,94720,4,"1,90",3,164,0
1423,32,32,94143,2,"1,00",2,103,0
1424,55,64,90250,2,"2,30",3,0,0
1425,29,92,94539,2,"1,30",1,287,0
1426,64,40,91330,1,"2,50",3,94,0
1427,37,60,96651,3,"0,50",3,0,0
1428,31,85,95828,2,"1,30",1,119,0
1429,25,21,94583,4,"0,40",1,90,0
1430,31,35,95064,1,"0,60",3,171,0
1431,32,52,92660,2,"0,10",1,0,0
1432,58,128,90058,1,"7,40",1,0,0
1433,26,195,90245,1,"6,33",1,0,0
1434,51,68,92647,2,"1,50",2,117,0
1435,65,55,93106,2,"1,10",1,0,0
1436,43,55,90266,1,"0,20",1,0,0
1437,46,80,95054,4,"0,40",1,0,0
1438,28,123,92007,1,"0,80",1,146,0
1439,63,90,94105,4,"1,90",2,106,0
1440,59,61,94025,1,"1,40",3,0,0
1441,42,41,94610,3,"2,50",2,0,0
1442,58,43,94720,2,"1,60",3,0,0
1443,39,71,95822,3,"0,10",1,162,0
1444,36,25,95051,4,"1,00",1,0,0
1445,60,154,90740,1,"3,00",2,0,1
1446,47,141,90095,1,"2,40",1,0,0
1447,29,22,92661,2,"0,90",3,110,0
1448,52,145,94131,2,"6,80",1,0,0
1449,41,49,92122,3,"0,50",3,0,0
1450,63,109,90740,1,"2,00",1,0,0
1451,59,80,90086,3,"0,50",1,0,0
1452,44,82,94555,4,"1,40",2,201,0
1453,54,52,94102,4,"2,50",1,0,0
1454,29,85,90232,3,"2,50",1,0,0
1455,51,148,90024,1,"1,00",1,0,0
1456,63,160,91330,2,"2,10",1,0,0
1457,36,39,90095,4,"1,70",1,0,0
1458,42,25,94304,2,"0,80",3,0,0
1459,51,33,93033,1,"1,40",3,0,0
1460,47,38,92115,3,"2,50",2,0,0
1461,40,85,92677,4,"0,20",3,0,0
1462,54,48,93022,1,"0,20",1,0,0
1463,47,15,95207,4,"0,60",3,77,0
1464,35,94,91343,1,"0,00",1,174,0
1465,28,120,92333,2,"0,60",1,0,0
1466,45,60,91911,1,"0,70",3,159,0
1467,33,145,94303,2,"4,33",1,277,0
1468,62,29,91107,2,"0,70",3,0,0
1469,45,78,92129,3,"2,67",2,0,0
1470,59,59,90005,4,"1,20",2,0,0
1471,58,80,91116,2,"4,50",3,0,0
1472,52,180,94305,1,"1,00",1,0,0
1473,34,8,94710,3,"0,10",2,83,0
1474,65,23,91711,1,"1,50",3,0,0
1475,48,79,92124,2,"3,80",3,0,0
1476,44,78,92064,2,"3,80",3,268,0
1477,61,64,92028,1,"0,00",2,0,0
1478,40,64,91320,4,"0,20",3,0,0
1479,65,160,94803,4,"3,80",1,237,1
1480,28,43,91304,1,"1,00",3,102,0
1481,67,32,93943,1,"1,10",3,0,0
1482,35,179,91125,2,"0,00",1,76,0
1483,60,8,94143,1,"0,10",1,0,0
1484,58,63,92717,1,"1,60",1,0,0
1485,55,40,94126,2,"2,30",3,0,0
1486,34,99,90245,4,"2,20",2,155,0
1487,35,141,93022,2,"4,50",2,0,1
1488,28,159,93907,1,"1,50",1,0,0
1489,38,39,95825,2,"0,30",1,174,0
1490,62,99,91604,4,"1,70",2,0,0
1491,30,18,95020,4,"0,30",2,0,0
1492,38,38,94553,2,"0,30",1,0,0
1493,33,133,90024,1,"0,00",1,0,0
1494,58,84,91380,2,"2,80",1,0,0
1495,59,60,90089,1,"0,00",2,0,0
1496,52,178,92647,3,"5,40",3,147,1
1497,36,18,91330,1,"0,50",3,0,0
1498,45,73,95020,1,"0,80",3,0,0
1499,49,125,94022,1,"7,30",1,0,0
1500,52,91,92173,1,"4,30",2,0,1
1501,54,74,95014,2,"1,10",1,0,0
1502,30,35,92130,2,"0,30",2,0,0
1503,65,113,90036,1,"2,00",1,0,0
1504,34,52,94720,4,"2,20",2,0,0
1505,30,191,92028,2,"4,40",2,0,1
1506,51,18,92109,1,"0,30",3,93,0
1507,52,25,95138,2,"0,00",1,0,0
1508,43,50,91006,4,"1,90",3,0,0
1509,35,75,93940,4,"0,70",3,0,0
1510,56,92,92647,2,"4,50",3,0,0
1511,57,33,95747,2,"2,00",2,0,0
1512,58,65,90266,3,"2,20",3,0,0
1513,53,44,91604,3,"1,70",1,0,0
1514,45,183,95211,2,"1,40",1,354,0
1515,44,175,96150,2,"1,40",1,0,0
1516,54,28,94305,4,"1,50",3,0,0
1517,41,49,92130,4,"2,20",2,0,0
1518,52,45,92697,4,"1,80",1,0,0
1519,43,64,95053,4,"3,00",3,221,1
1520,63,22,92115,3,"0,10",3,90,0
1521,54,120,95039,1,"7,40",1,119,0
1522,33,175,92354,2,"6,70",1,102,0
1523,25,101,94720,4,"2,30",3,256,0
1524,41,104,92037,1,"1,00",3,0,0
1525,40,155,94002,4,"0,10",3,0,1
1526,43,58,95747,1,"2,40",1,0,0
1527,36,80,94608,4,"2,20",2,0,0
1528,57,45,94117,1,"1,80",3,195,0
1529,34,134,94550,1,"4,60",1,164,0
1530,38,58,91709,4,"2,00",3,153,0
1531,47,20,94066,1,"0,20",1,0,0
1532,39,25,90304,4,"1,50",3,0,0
1533,45,55,94588,1,"0,30",1,0,0
1534,62,155,93943,1,"1,30",1,0,0
1535,59,30,92084,1,"1,30",1,0,0
1536,61,39,92096,4,"0,40",1,0,0
1537,36,73,95617,4,"2,00",3,188,0
1538,58,41,94608,4,"1,30",1,0,0
1539,55,34,95820,4,"0,10",3,157,0
1540,29,21,90601,3,"0,90",3,119,0
1541,34,11,91320,4,"0,30",1,0,0
1542,61,154,92704,2,"6,90",1,0,0
1543,50,19,92612,4,"0,40",3,0,0
1544,52,101,93407,2,"2,40",2,0,0
1545,39,24,92123,1,"1,00",1,116,0
1546,55,131,92675,2,"2,70",1,0,0
1547,33,105,95136,1,"4,00",1,0,0
1548,47,52,94720,1,"1,20",2,194,0
1549,57,21,92037,4,"0,90",2,113,0
1550,57,45,94305,3,"1,40",1,198,0
1551,40,39,93117,1,"2,00",1,0,0
1552,50,192,94115,2,"2,80",1,238,0
1553,29,195,94301,1,"4,30",1,0,0
1554,46,83,95616,3,"0,70",1,0,0
1555,42,34,91302,3,"1,00",2,0,0
1556,59,49,93009,4,"1,70",2,104,0
1557,31,60,94143,4,"4,00",3,244,0
1558,51,41,94939,4,"1,80",1,0,0
1559,35,72,91320,3,"2,30",1,285,0
1560,59,102,92677,4,"3,00",2,115,1
1561,35,31,95605,3,"1,30",1,0,0
1562,46,73,93106,1,"1,50",2,128,0
1563,34,89,91763,1,"0,00",1,0,0
1564,55,19,92109,4,"0,70",3,121,0
1565,64,63,94706,4,"1,20",2,0,0
1566,34,104,95758,3,"1,20",3,0,0
1567,61,40,95064,1,"0,80",2,128,0
1568,63,92,94710,2,"0,00",3,0,0
1569,59,72,92350,2,"0,70",2,226,0
1570,51,44,94305,3,"1,90",2,141,0
1571,41,114,94705,4,"3,50",1,0,1
1572,37,73,95758,4,"2,40",1,0,0
1573,64,63,91711,4,"1,20",2,0,0
1574,44,69,92028,1,"0,80",3,184,0
1575,62,42,92106,3,"1,50",1,0,0
1576,50,88,90037,1,"2,70",1,0,0
1577,43,98,92131,2,"0,40",1,0,0
1578,34,65,92093,1,"3,00",1,227,1
1579,38,12,94143,2,"0,30",2,104,0
1580,29,122,94305,4,"3,00",1,0,1
1581,39,12,92093,2,"0,00",3,0,0
1582,53,24,94105,2,"0,20",1,0,0
1583,43,170,92037,4,"4,25",1,318,1
1584,61,184,92028,4,"2,30",2,342,1
1585,46,25,93401,4,"0,60",3,125,0
1586,57,131,90502,2,"2,70",1,0,0
1587,59,50,94122,2,"2,30",3,0,0
1588,52,21,94035,2,"0,40",1,0,0
1589,29,55,95616,3,"1,10",2,0,0
1590,57,124,90049,1,"0,20",2,0,1
1591,49,58,95819,4,"2,60",1,188,0
1592,39,72,95817,2,"2,80",1,0,0
1593,56,192,90089,1,"7,00",3,0,1
1594,63,83,91320,3,"1,80",2,0,0
1595,37,93,90025,1,"2,80",1,0,0
1596,56,38,94305,3,"1,00",3,110,0
1597,45,55,92606,4,"1,90",3,164,0
1598,66,11,92325,3,"0,10",3,0,0
1599,40,85,94550,2,"0,40",1,0,0
1600,50,124,93305,1,"4,90",1,266,0
1601,60,129,92028,2,"6,00",1,0,0
1602,31,180,93407,1,"4,30",1,0,0
1603,40,74,90245,4,"1,40",2,0,0
1604,36,138,92152,1,"7,00",3,86,1
1605,55,111,90502,2,"3,60",3,0,1
1606,54,83,93555,3,"0,80",1,0,0
1607,35,33,90266,4,"1,70",1,87,0
1608,55,21,92028,4,"0,70",3,0,0
1609,36,35,94608,2,"0,30",1,98,0
1610,66,105,93023,1,"0,80",3,0,0
1611,38,103,94305,1,"0,80",2,0,0
1612,58,75,92096,2,"2,30",3,0,0
1613,41,33,94550,1,"0,70",1,104,0
1614,60,52,94305,4,"1,70",2,0,0
1615,47,89,94920,1,"2,60",2,0,0
1616,62,63,93109,1,"2,50",3,0,0
1617,48,84,94402,4,"3,10",2,0,1
1618,61,44,91302,4,"2,10",1,0,0
1619,29,29,94720,3,"1,00",1,0,0
1620,45,29,90005,1,"0,30",3,0,0
1621,39,22,94035,2,"0,30",2,0,0
1622,31,53,92093,4,"2,20",1,114,0
1623,39,24,94611,2,"0,30",2,0,0
1624,63,153,90045,1,"1,30",1,455,0
1625,28,31,90024,2,"0,30",2,0,0
1626,56,21,94542,2,"0,70",2,0,0
1627,31,180,93108,2,"6,70",1,0,0
1628,46,82,91016,3,"0,70",2,0,0
1629,42,90,95064,4,"0,80",1,245,0
1630,53,154,93407,4,"7,40",3,0,1
1631,41,99,92096,2,"1,80",2,0,0
1632,61,153,91105,1,"2,60",2,0,1
1633,31,93,95032,2,"3,10",2,0,1
1634,62,53,92121,1,"0,00",2,0,0
1635,59,18,95814,3,"1,30",2,104,0
1636,49,70,91330,1,"2,90",1,0,0
1637,65,100,92122,4,"1,70",3,0,0
1638,30,193,94022,3,"6,30",3,0,1
1639,32,125,95133,1,"0,00",1,0,0
1640,56,68,94571,2,"0,00",3,0,0
1641,36,55,90009,1,"2,00",1,95,0
1642,58,152,92182,4,"3,60",3,0,1
1643,27,84,95814,3,"1,50",1,0,0
1644,41,13,91125,2,"0,00",3,0,0
1645,59,33,91355,4,"0,40",1,131,0
1646,56,89,92096,4,"1,00",2,90,0
1647,52,93,91745,1,"2,40",1,0,0
1648,35,68,90509,4,"1,80",3,0,0
1649,47,85,93106,2,"1,70",2,0,0
1650,29,73,95039,1,"0,80",2,0,0
1651,31,83,92131,4,"2,20",2,106,0
1652,62,158,94301,2,"6,30",3,0,1
1653,48,182,92626,4,"6,00",3,0,1
1654,26,24,96651,2,"0,90",3,123,0
1655,60,102,94305,2,"2,00",1,0,0
1656,35,53,91355,3,"2,80",1,0,0
1657,40,175,92646,2,"3,30",1,0,0
1658,31,28,94538,3,"1,00",1,0,0
1659,50,14,92037,4,"0,80",1,0,0
1660,33,139,95828,1,"4,00",3,106,1
1661,37,34,95747,3,"0,90",1,0,0
1662,38,64,92093,1,"1,50",3,0,0
1663,63,84,94607,4,"0,10",2,0,0
1664,57,42,95070,3,"0,50",2,0,0
1665,61,63,91605,1,"1,60",1,0,0
1666,37,100,92735,3,"1,20",3,341,0
1667,51,190,95138,2,"4,20",2,0,1
1668,44,22,90024,1,"1,00",1,91,0
1669,63,20,90066,1,"0,80",2,0,0
1670,43,21,95037,2,"1,40",2,0,0
1671,38,25,95135,4,"0,40",2,101,0
1672,34,20,92648,4,"1,10",3,0,0
1673,48,173,94546,3,"0,20",1,0,1
1674,29,81,94115,2,"2,50",1,0,0
1675,37,139,95814,2,"0,80",2,421,1
1676,60,119,90266,2,"3,90",1,0,0
1677,46,74,92821,4,"2,60",3,104,0
1678,34,42,92173,1,"1,50",2,131,0
1679,56,73,94035,2,"1,10",1,0,0
1680,57,114,94590,4,"5,20",1,0,1
1681,62,44,92093,2,"1,00",3,0,0
1682,32,141,90005,2,"4,33",1,0,0
1683,51,14,92182,2,"0,00",1,103,0
1684,55,33,92660,2,"0,40",3,0,0
1685,60,83,94028,2,"2,00",1,249,0
1686,40,89,90011,4,"0,80",1,155,0
1687,62,39,96003,4,"2,20",1,0,0
1688,63,83,90025,3,"2,00",3,0,0
1689,60,108,92152,2,"2,00",1,359,0
1690,59,21,92028,3,"1,30",2,0,0
1691,26,102,95521,1,"1,90",1,0,0
1692,56,48,94117,1,"1,60",3,0,0
1693,58,32,93014,3,"1,40",1,0,0
1694,57,43,95616,1,"0,20",1,0,0
1695,48,35,94025,4,"0,40",2,118,0
1696,30,184,91911,1,"6,00",1,0,0
1697,45,140,91024,2,"7,60",1,132,0
1698,64,32,90065,3,"0,70",2,0,0
1699,44,149,92121,1,"1,70",1,0,0
1700,51,15,94720,4,"0,60",3,0,0
1701,43,71,90089,3,"2,33",2,0,0
1702,29,108,94304,4,"1,80",2,0,0
1703,56,122,93555,2,"0,50",1,0,0
1704,65,40,94542,3,"0,10",3,0,0
1705,46,198,95521,2,"6,67",1,0,0
1706,48,79,90245,4,"1,40",2,0,0
1707,56,84,92672,1,"0,10",3,0,0
1708,61,31,92374,3,"0,40",2,0,0
1709,46,12,90250,4,"0,60",3,0,0
1710,58,88,93555,2,"1,60",1,0,0
1711,31,29,95405,2,"0,30",2,131,0
1712,27,201,95819,1,"6,33",1,158,0
1713,44,20,92780,1,"1,40",3,0,0
1714,44,15,90405,1,"1,00",1,0,0
1715,51,155,94720,2,"0,40",1,107,0
1716,39,25,95370,3,"0,20",2,0,0
1717,32,200,91330,2,"6,50",1,565,0
1718,33,101,93727,1,"2,70",2,233,0
1719,40,19,92028,4,"0,40",2,0,0
1720,36,188,91304,2,"6,50",1,0,0
1721,52,8,95060,1,"0,30",1,0,0
1722,54,59,92867,2,"2,30",3,152,0
1723,26,72,92647,4,"2,60",1,0,0
1724,39,55,95821,1,"1,50",3,0,0
1725,46,24,90025,3,"0,67",2,0,0
1726,57,19,95348,1,"1,30",1,0,0
1727,59,71,91335,2,"2,30",3,150,0
1728,52,54,90049,2,"1,50",2,0,0
1729,52,28,95405,1,"0,30",3,0,0
1730,50,25,91320,4,"0,40",3,0,0
1731,41,51,94402,2,"0,60",3,0,0
1732,43,125,92122,3,"2,40",1,0,1
1733,25,88,94566,2,"1,80",2,319,0
1734,40,125,95125,2,"2,20",1,0,0
1735,35,79,94720,4,"2,10",3,182,0
1736,60,31,95051,3,"0,40",2,0,0
1737,57,131,95133,2,"2,70",1,394,0
1738,44,70,92399,1,"0,20",2,230,0
1739,61,38,91129,3,"0,90",3,82,0
1740,33,83,95211,1,"2,50",1,0,0
1741,45,59,95008,1,"2,40",1,0,0
1742,45,121,94066,1,"4,70",1,0,0
1743,64,42,95929,2,"0,70",3,137,0
1744,50,32,94701,4,"1,80",1,109,0
1745,28,29,91105,4,"0,80",1,135,0
1746,37,40,90065,2,"1,10",2,0,0
1747,62,25,90740,3,"0,30",3,0,0
1748,29,21,90717,4,"0,40",2,89,0
1749,49,79,95819,3,"0,70",2,151,0
1750,46,52,95814,2,"2,10",3,221,0
1751,60,61,95521,4,"1,70",2,229,0
1752,55,25,94720,2,"0,20",1,0,0
1753,33,155,92717,1,"7,40",3,0,1
1754,53,25,92008,2,"0,40",1,0,0
1755,50,80,95616,4,"4,90",1,0,0
1756,28,55,92647,4,"1,70",2,0,0
1757,42,23,95053,2,"0,00",3,0,0
1758,33,60,90630,1,"1,20",1,0,0
1759,40,54,96003,2,"0,70",1,0,0
1760,31,44,94720,4,"0,80",1,0,0
1761,41,33,94309,4,"0,00",2,0,0
1762,52,45,94720,2,"2,00",2,121,0
1763,65,55,94526,4,"1,67",3,89,0
1764,48,134,94105,1,"5,00",1,0,0
1765,45,44,94596,3,"0,60",2,0,0
1766,26,149,95051,2,"7,20",1,154,0
1767,64,22,92697,2,"0,20",3,0,0
1768,41,74,92691,3,"2,33",2,0,0
1769,43,128,92093,4,"5,30",1,84,1
1770,60,62,94061,4,"2,20",1,0,0
1771,62,9,91320,1,"0,10",1,94,0
1772,46,9,95023,2,"0,70",3,0,0
1773,36,15,94720,2,"0,30",2,119,0
1774,31,28,92037,4,"0,80",1,0,0
1775,43,83,93109,3,"0,50",3,0,0
1776,46,73,91360,1,"0,80",3,117,0
1777,50,42,94080,4,"1,10",2,151,0
1778,52,34,93117,2,"0,70",2,114,0
1779,27,32,94710,3,"1,00",2,0,0
1780,34,68,94720,1,"2,80",1,0,0
1781,49,82,95051,1,"2,90",1,267,0
1782,52,19,90650,2,"0,70",2,0,0
1783,37,60,95825,2,"2,80",1,181,0
1784,53,192,94720,1,"1,70",1,601,0
1785,54,119,91355,3,"2,00",1,0,1
1786,29,190,94080,2,"4,50",1,0,0
1787,35,34,93117,1,"1,50",2,0,0
1788,32,44,94608,4,"0,20",1,0,0
1789,38,23,91116,4,"0,20",3,0,0
1790,44,171,91330,4,"0,70",1,567,1
1791,44,43,92124,1,"0,30",3,0,0
1792,48,139,94309,1,"0,00",1,0,0
1793,46,118,93009,1,"5,70",1,0,0
1794,35,113,94596,3,"0,80",3,0,1
1795,56,98,91355,3,"3,90",3,0,1
1796,49,70,90024,1,"2,90",1,0,0
1797,57,42,92831,2,"2,10",3,0,0
1798,35,143,91365,1,"8,60",1,0,0
1799,44,185,94086,3,"2,70",1,0,1
1800,38,28,95821,4,"0,40",2,100,0
1801,57,45,94080,3,"1,50",1,181,0
1802,35,78,92121,1,"2,60",2,0,0
1803,29,121,92806,2,"1,30",1,0,0
1804,58,59,94542,1,"1,60",1,0,0
1805,40,64,92661,4,"2,67",1,0,0
1806,51,15,92373,2,"0,00",1,114,0
1807,61,10,90740,1,"0,10",1,0,0
1808,46,61,90036,2,"0,40",3,0,0
1809,55,50,93010,4,"1,50",1,0,0
1810,35,79,95045,4,"2,10",3,0,0
1811,60,35,90025,1,"0,20",1,0,0
1812,28,11,94534,4,"0,50",3,0,0
1813,43,128,95054,1,"4,70",1,0,0
1814,61,55,90033,3,"0,90",3,0,0
1815,48,79,95747,3,"0,70",2,0,0
1816,65,18,94923,2,"0,40",1,0,0
1817,45,91,92373,2,"1,70",2,0,0
1818,36,9,94604,4,"0,20",3,0,0
1819,45,62,95818,2,"2,20",3,0,0
1820,60,59,94110,1,"1,60",1,231,0
1821,47,25,90404,1,"0,10",1,148,0
1822,32,54,96008,4,"1,30",1,0,0
1823,48,112,93014,1,"5,10",2,86,1
1824,33,125,91320,1,"0,00",1,0,0
1825,49,194,94022,4,"8,30",2,0,1
1826,56,161,94720,1,"5,80",3,0,1
1827,59,35,91105,1,"0,20",1,171,0
1828,56,113,92704,2,"2,70",1,352,0
1829,30,25,92123,2,"0,30",2,0,0
1830,59,45,95630,3,"2,00",3,0,0
1831,38,119,94571,2,"7,80",1,221,0
1832,47,30,94118,4,"0,40",2,115,0
1833,54,79,91330,4,"3,80",2,0,0
1834,34,178,94303,1,"0,80",3,0,1
1835,41,23,94143,2,"0,30",2,118,0
1836,47,171,94546,2,"1,40",1,284,0
1837,44,74,90041,4,"1,90",3,0,0
1838,43,103,90089,3,"1,00",1,180,0
1839,31,99,94720,1,"4,00",1,0,0
1840,28,43,95616,4,"1,30",3,0,0
1841,55,23,93106,4,"0,40",3,88,0
1842,42,91,94583,1,"0,10",2,199,0
1843,53,93,95051,1,"2,70",2,256,0
1844,30,154,90230,1,"6,00",1,0,0
1845,65,21,92717,3,"0,10",3,0,0
1846,43,65,93065,2,"2,20",3,0,0
1847,56,15,90089,1,"0,10",2,0,0
1848,25,52,95126,3,"2,60",3,159,0
1849,35,30,95032,3,"1,30",1,0,0
1850,50,42,90630,1,"1,60",2,0,0
1851,36,20,90033,4,"0,30",1,97,0
1852,34,60,94015,4,"2,20",2,0,0
1853,32,54,94596,4,"1,80",3,167,0
1854,51,60,90401,4,"2,60",1,97,0
1855,52,41,95403,3,"1,00",2,0,0
1856,65,30,94304,3,"0,70",2,0,0
1857,51,21,95014,2,"1,00",2,0,0
1858,37,105,94066,1,"0,80",2,0,0
1859,35,65,90747,3,"2,80",1,240,0
1860,67,20,91741,2,"0,40",1,80,0
